,MEN_nmen,MEN_nmencomp,codecommune
28122,89,12,74271
28123,381,46,74272
28124,210,31,74273
28125,271,25,74275
28126,740,80,74276
28127,581,51,74278
28128,118,25,74279
28129,1096,115,74280
28130,9120,587,74281
28131,363,66,74282
28132,136,28,74283
28133,158,21,74284
28134,77,14,74285
28135,161,21,74286
28136,183,29,74287
28137,377,32,74288
28138,220,36,74289
28139,91,8,74290
28140,75,8,74291
28141,129,22,74292
28142,492,36,74293
28143,73,7,74294
28144,56,5,74295
28145,98,14,74296
28146,41,9,74297
28147,962,88,74298
28148,551,44,74299
28149,117,28,74301
28150,173,24,74302
28151,199,39,74303
28152,109,12,74304
28153,1690,106,74305
28154,53,13,74306
28155,44,9,74307
28156,135,17,74308
28157,511,45,74309
28158,106,26,74310
28159,754,65,74311
28160,166,15,74312
28161,58,7,74313
28162,188,19,74314
28163,128,11,74315
28164,1109634,44284,75056
28165,11859,491,75101
28166,13875,419,75102
28167,21534,875,75103
28168,20541,801,75104
28169,34200,890,75105
28170,27210,1200,75106
28171,34690,1995,75107
28172,24575,1530,75108
28173,36300,1330,75109
28174,46316,1839,75110
28175,79581,2345,75111
28176,67058,2062,75112
28177,73125,3127,75113
28178,69343,2310,75114
28179,114449,4297,75115
28180,88740,5965,75116
28181,92875,3495,75117
28182,106251,3125,75118
28183,64813,3018,75119
28184,82299,3170,75120
28185,215,17,76001
28186,94,8,76002
28187,86,11,76004
28188,711,45,76005
28189,30,4,76006
28190,100,9,76007
28191,156,24,76008
28192,50,3,76009
28193,70,6,76010
28194,55,4,76011
28195,55,5,76012
28196,180,16,76013
28197,308,17,76014
28198,159,21,76015
28199,32,5,76016
28200,64,3,76017
28201,292,28,76018
28202,115,13,76019
28203,224,22,76020
28204,93,10,76021
28205,59,4,76022
28206,61,10,76023
28207,57,11,76024
28208,177,10,76025
28209,812,76,76026
28210,49,7,76028
28211,62,8,76029
28212,86,7,76030
28213,56,7,76032
28214,80,7,76033
28215,548,52,76034
28216,941,59,76035
28217,144,14,76036
28218,38,4,76038
28219,159,15,76039
28220,34,5,76040
28221,130,12,76041
28222,37,3,76042
28223,157,9,76043
28224,52,3,76045
28225,117,13,76046
28226,48,4,76047
28227,78,8,76048
28228,103,8,76049
28229,237,33,76050
28230,489,48,76051
28231,70,10,76052
28232,43,7,76053
28233,161,18,76054
28234,80,10,76055
28235,130,8,76056
28236,3202,201,76057
28237,83,6,76058
28238,86,11,76059
28239,97,13,76060
28240,51,7,76062
28241,125,22,76063
28242,61,8,76064
28243,137,17,76065
28244,29,6,76066
28245,156,27,76067
28246,171,16,76068
28247,438,32,76069
28248,188,22,76070
28249,88,7,76071
28250,69,13,76072
28251,88,7,76075
28252,60,5,76076
28253,46,6,76077
28254,46,6,76079
28255,151,19,76082
28256,24,4,76083
28257,17,1,76084
28258,79,12,76085
28259,32,5,76086
28260,115,17,76087
28261,94,8,76088
28262,224,22,76090
28263,41,4,76091
28264,163,23,76092
28265,83,7,76093
28266,39,8,76094
28267,3107,185,76095
28268,152,25,76096
28269,32,3,76097
28270,97,4,76099
28271,188,25,76100
28272,1033,89,76101
28273,1728,129,76103
28274,86,8,76104
28275,130,13,76105
28276,92,6,76106
28277,47,4,76107
28278,3204,230,76108
28279,40,3,76109
28280,46,6,76110
28281,63,6,76111
28282,56,11,76112
28283,61,5,76113
28284,4178,243,76114
28285,120,9,76115
28286,294,35,76116
28287,109,11,76117
28288,50,7,76118
28289,36,2,76119
28290,107,4,76120
28291,49,7,76121
28292,128,18,76122
28293,98,17,76123
28294,67,8,76124
28295,368,30,76125
28296,54,9,76126
28297,148,8,76128
28298,61,5,76129
28299,67,8,76130
28300,205,19,76131
28301,106,11,76132
28302,139,13,76133
28303,96,12,76134
28304,181,16,76135
28305,169,12,76136
28306,75,6,76138
28307,41,5,76139
28308,49,8,76140
28309,321,28,76141
28310,94,11,76142
28311,243,29,76143
28312,40,6,76144
28313,329,30,76146
28314,197,17,76147
28315,109,10,76148
28316,47,6,76149
28317,53,10,76151
28318,151,20,76152
28319,46,5,76153
28320,154,18,76154
28321,79,7,76155
28322,52,3,76156
28323,4297,276,76157
28324,76,10,76158
28325,711,52,76159
28326,58,5,76160
28327,36,2,76161
28328,57,7,76162
28329,87,8,76163
28330,932,48,76164
28331,3487,126,76165
28332,142,16,76166
28333,151,12,76167
28334,255,24,76169
28335,36,3,76170
28336,25,1,76171
28337,97,9,76172
28338,59,6,76173
28339,40,3,76174
28340,76,10,76175
28341,56,5,76176
28342,59,5,76177
28343,858,59,76178
28344,343,36,76179
28345,43,3,76180
28346,43,8,76181
28347,72,6,76182
28348,159,17,76183
28349,20,2,76184
28350,39,5,76185
28351,140,14,76186
28352,45,9,76187
28353,61,9,76188
28354,49,2,76189
28355,69,15,76190
28356,698,47,76192
28357,74,11,76193
28358,63,4,76194
28359,38,5,76195
28360,453,22,76196
28361,37,4,76197
28362,118,6,76198
28363,171,24,76199
28364,68,8,76200
28365,92,12,76201
28366,63,12,76202
28367,131,16,76203
28368,56,7,76204
28369,61,6,76205
28370,55,5,76206
28371,61,5,76207
28372,106,9,76208
28373,103,15,76209
28374,144,11,76210
28375,78,10,76211
28376,3600,236,76212
28377,99,14,76213
28378,51,5,76214
28379,3862,231,76216
28380,9259,469,76217
28381,35,1,76218
28382,723,64,76219
28383,137,20,76220
28384,51,8,76221
28385,987,76,76222
28386,92,10,76223
28387,192,23,76224
28388,102,8,76225
28389,17,2,76226
28390,75,4,76227
28391,84,5,76228
28392,75,4,76229
28393,44,4,76230
28394,6724,371,76231
28395,183,18,76232
28396,42,3,76233
28397,83,18,76234
28398,472,30,76235
28399,78,9,76236
28400,73,5,76237
28401,349,21,76238
28402,97,13,76239
28403,188,16,76240
28404,69,11,76241
28405,47,5,76242
28406,37,4,76243
28407,103,13,76244
28408,182,27,76245
28409,82,11,76247
28410,113,12,76249
28411,166,9,76250
28412,70,7,76251
28413,173,20,76252
28414,98,12,76253
28415,611,30,76254
28416,2773,186,76255
28417,66,9,76257
28418,523,30,76258
28419,7404,431,76259
28420,488,38,76260
28421,117,10,76261
28422,43,4,76262
28423,307,40,76263
28424,85,5,76264
28425,63,10,76265
28426,120,7,76266
28427,39,8,76268
28428,47,6,76269
28429,436,35,76270
28430,342,20,76271
28431,217,18,76272
28432,81,9,76273
28433,128,15,76275
28434,1086,69,76276
28435,286,27,76278
28436,77,8,76279
28437,51,5,76280
28438,310,26,76281
28439,259,17,76282
28440,52,5,76283
28441,46,8,76284
28442,81,13,76285
28443,188,16,76286
28444,172,21,76287
28445,76,5,76288
28446,159,13,76289
28447,68,8,76290
28448,149,13,76291
28449,55,10,76293
28450,133,13,76294
28451,449,39,76295
28452,343,28,76296
28453,82,8,76297
28454,123,7,76298
28455,94,16,76299
28456,76,6,76300
28457,558,39,76302
28458,127,14,76303
28459,42,7,76304
28460,2799,212,76305
28461,39,2,76306
28462,286,27,76307
28463,107,10,76308
28464,36,4,76309
28465,66,5,76311
28466,2182,133,76312
28467,134,9,76313
28468,118,11,76314
28469,227,20,76315
28470,69,14,76316
28471,76,3,76317
28472,80,5,76318
28473,2351,156,76319
28474,143,14,76320
28475,414,55,76321
28476,10056,529,76322
28477,26,8,76323
28478,107,10,76324
28479,97,11,76325
28480,86,11,76327
28481,60,7,76328
28482,563,27,76329
28483,184,22,76330
28484,129,6,76331
28485,93,13,76332
28486,147,15,76333
28487,175,11,76334
28488,18,2,76335
28489,82,15,76336
28490,34,6,76338
28491,68,8,76339
28492,134,17,76340
28493,3143,206,76341
28494,108,8,76342
28495,64,10,76343
28496,154,13,76344
28497,107,7,76345
28498,83,9,76346
28499,69,13,76347
28500,119,18,76348
28501,640,45,76349
28502,67,6,76350
28503,73714,3633,76351
28504,74,2,76352
28505,46,6,76353
28506,155,16,76354
28507,216,18,76355
28508,30,4,76356
28509,68,3,76357
28510,64,10,76358
28511,30,4,76359
28512,168,16,76360
28513,87,11,76361
28514,95,12,76362
28515,133,13,76363
28516,72,5,76364
28517,45,4,76365
28518,1431,82,76366
28519,378,44,76367
28520,49,8,76368
28521,86,4,76369
28522,66,7,76370
28523,23,2,76371
28524,113,11,76372
28525,60,10,76373
28526,460,32,76374
28527,80,3,76375
28528,345,34,76377
28529,404,40,76378
28530,54,6,76379
28531,93,10,76380
28532,44,2,76381
28533,288,21,76382
28534,22,3,76383
28535,3232,178,76384
28536,306,53,76385
28537,73,8,76387
28538,112,8,76388
28539,41,5,76389
28540,287,26,76390
28541,505,47,76391
28542,389,30,76392
28543,217,22,76394
28544,182,24,76395
28545,66,9,76396
28546,249,16,76397
28547,136,20,76398
28548,68,3,76399
28549,541,42,76400
28550,504,35,76401
28551,1529,118,76402
28552,38,5,76403
28553,182,11,76404
28554,48,7,76405
28555,39,6,76406
28556,64,7,76407
28557,158,17,76408
28558,104,11,76409
28559,3776,212,76410
28560,76,12,76411
28561,142,20,76412
28562,83,7,76413
28563,334,35,76414
28564,77,7,76415
28565,41,7,76416
28566,86,12,76417
28567,207,12,76418
28568,34,2,76419
28569,65,11,76420
28570,128,9,76421
28571,81,12,76422
28572,71,8,76423
28573,48,5,76424
28574,39,2,76425
28575,59,6,76426
28576,195,13,76427
28577,1284,92,76429
28578,52,6,76430
28579,31,2,76431
28580,65,8,76432
28581,88,8,76433
28582,126,15,76434
28583,102,17,76435
28584,158,6,76436
28585,108,16,76437
28586,73,3,76438
28587,69,6,76439
28588,28,2,76440
28589,156,13,76441
28590,116,12,76442
28591,126,16,76443
28592,114,15,76445
28593,299,32,76446
28594,3216,203,76447
28595,170,17,76448
28596,97,11,76449
28597,57,2,76450
28598,5618,448,76451
28599,1289,124,76452
28600,129,22,76453
28601,35,4,76454
28602,55,3,76455
28603,184,18,76456
28604,301,17,76457
28605,34,9,76458
28606,127,18,76459
28607,196,16,76460
28608,63,5,76461
28609,1899,143,76462
28610,179,14,76463
28611,349,24,76464
28612,132,17,76465
28613,216,18,76467
28614,246,20,76468
28615,111,13,76469
28616,122,11,76470
28617,219,17,76471
28618,132,9,76472
28619,141,14,76473
28620,2057,127,76474
28621,694,57,76475
28622,2433,98,76476
28623,92,9,76477
28624,33,2,76478
28625,36,3,76479
28626,106,8,76480
28627,736,55,76481
28628,678,66,76482
28629,58,5,76483
28630,3397,207,76484
28631,68,9,76485
28632,372,27,76486
28633,108,12,76487
28634,73,10,76488
28635,59,4,76489
28636,234,20,76490
28637,102,12,76491
28638,211,20,76492
28639,112,12,76493
28640,85,7,76494
28641,1720,165,76495
28642,1734,91,76497
28643,7668,444,76498
28644,246,23,76499
28645,157,18,76500
28646,28,5,76501
28647,47,6,76502
28648,201,13,76503
28649,24,4,76504
28650,30,7,76505
28651,80,8,76506
28652,253,23,76507
28653,97,3,76508
28654,247,21,76509
28655,33,2,76510
28656,66,6,76511
28657,113,13,76513
28658,159,12,76514
28659,140,19,76515
28660,92,5,76516
28661,375,32,76517
28662,122,9,76518
28663,30,3,76519
28664,200,18,76520
28665,27,3,76521
28666,183,21,76522
28667,70,5,76523
28668,32,4,76524
28669,43,2,76526
28670,152,18,76527
28671,115,11,76528
28672,81,10,76529
28673,43,3,76530
28674,108,10,76532
28675,164,10,76533
28676,263,12,76534
28677,130,10,76535
28678,156,11,76536
28679,52,6,76537
28680,87,11,76538
28681,44375,2100,76540
28682,191,15,76541
28683,48,3,76542
28684,109,11,76543
28685,64,7,76544
28686,297,37,76545
28687,62,7,76546
28688,85,11,76547
28689,173,9,76548
28690,25,5,76549
28691,242,27,76550
28692,175,9,76551
28693,2714,194,76552
28694,71,10,76553
28695,47,8,76554
28696,161,21,76555
28697,164,13,76556
28698,160,18,76557
28699,184,20,76558
28700,64,6,76559
28701,162,9,76560
28702,2879,162,76561
28703,202,13,76562
28704,237,25,76563
28705,66,8,76564
28706,296,24,76565
28707,142,23,76566
28708,56,8,76567
28709,109,7,76568
28710,59,8,76569
28711,48,5,76570
28712,133,13,76571
28713,78,8,76572
28714,97,13,76573
28715,93,13,76574
28716,10536,818,76575
28717,341,22,76576
28718,106,10,76577
28719,101,11,76578
28720,170,17,76580
28721,79,6,76581
28722,49,7,76582
28723,32,1,76583
28724,51,12,76584
28725,51,4,76585
28726,124,12,76586
28727,128,10,76587
28728,110,16,76588
28729,29,5,76589
28730,68,7,76590
28731,426,47,76591
28732,168,17,76592
28733,98,5,76593
28734,307,27,76594
28735,292,30,76595
28736,274,22,76596
28737,186,20,76597
28738,146,10,76598
28739,728,54,76599
28740,437,45,76600
28741,121,19,76602
28742,91,7,76603
28743,59,6,76604
28744,99,12,76605
28745,48,3,76606
28746,285,18,76608
28747,35,8,76609
28748,193,10,76610
28749,65,3,76611
28750,67,6,76612
28751,239,11,76613
28752,371,37,76614
28753,96,8,76615
28754,200,17,76616
28755,260,26,76617
28756,152,20,76618
28757,81,8,76619
28758,50,7,76620
28759,197,24,76621
28760,71,10,76622
28761,43,2,76623
28762,1155,85,76624
28763,55,6,76626
28764,225,18,76627
28765,114,12,76628
28766,49,8,76629
28767,49,3,76630
28768,278,30,76631
28769,76,11,76632
28770,150,17,76634
28771,44,6,76635
28772,472,52,76636
28773,357,19,76637
28774,198,23,76638
28775,1964,114,76640
28776,75,12,76641
28777,92,9,76642
28778,187,22,76644
28779,54,5,76645
28780,110,7,76646
28781,1060,72,76647
28782,805,58,76648
28783,143,17,76649
28784,129,9,76650
28785,42,6,76651
28786,157,18,76652
28787,109,8,76653
28788,59,15,76654
28789,1102,57,76655
28790,163,21,76656
28791,182,21,76657
28792,100,7,76658
28793,144,14,76660
28794,32,6,76662
28795,307,13,76663
28796,35,2,76664
28797,96,3,76665
28798,129,10,76666
28799,95,12,76667
28800,50,5,76668
28801,74,6,76669
28802,179,17,76670
28803,48,9,76671
28804,261,15,76672
28805,131,16,76673
28806,149,16,76675
28807,172,17,76676
28808,101,6,76677
28809,210,27,76678
28810,27,2,76679
28811,10906,521,76681
28812,99,9,76682
28813,129,10,76683
28814,280,13,76684
28815,99,13,76685
28816,135,13,76686
28817,91,15,76688
28818,110,15,76690
28819,63,1,76691
28820,72,8,76692
28821,131,14,76693
28822,43,5,76694
28823,52,5,76695
28824,175,19,76697
28825,160,14,76698
28826,50,4,76699
28827,264,30,76700
28828,184,22,76702
28829,62,5,76703
28830,423,40,76705
28831,134,9,76706
28832,219,27,76707
28833,124,17,76708
28834,1897,129,76709
28835,27,3,76710
28836,2273,154,76711
28837,155,6,76712
28838,121,9,76714
28839,124,12,76715
28840,164,12,76716
28841,208,23,76717
28842,257,15,76718
28843,287,25,76719
28844,319,37,76720
28845,68,10,76721
28846,75,13,76723
28847,38,6,76724
28848,83,6,76725
28849,92,10,76726
28850,194,27,76727
28851,211,12,76728
28852,32,6,76730
28853,50,5,76731
28854,51,4,76732
28855,46,7,76733
28856,61,9,76734
28857,242,13,76735
28858,117,17,76736
28859,86,12,76737
28860,87,12,76738
28861,240,29,76739
28862,71,9,76740
28863,47,9,76741
28864,357,26,76743
28865,53,3,76744
28866,57,3,76745
28867,61,4,76746
28868,45,1,76747
28869,214,17,76748
28870,135,16,76749
28871,325,25,76750
28872,293,27,76751
28873,504,31,76752
28874,84,9,76753
28875,459,23,76754
28876,341,40,76755
28877,37,4,76756
28878,62,3,76757
28879,3419,187,76758
28880,69,13,76759
28881,222,17,77001
28882,179,16,77002
28883,86,4,77003
28884,84,13,77004
28885,521,35,77005
28886,179,13,77006
28887,65,10,77007
28888,154,10,77008
28889,41,3,77009
28890,183,21,77010
28891,136,14,77011
28892,64,4,77012
28893,75,4,77013
28894,5030,278,77014
28895,26,0,77015
28896,549,36,77016
28897,103,13,77018
28898,68,7,77019
28899,96,8,77020
28900,35,4,77021
28901,420,40,77022
28902,57,7,77023
28903,85,14,77024
28904,189,10,77025
28905,100,8,77026
28906,317,20,77027
28907,50,4,77029
28908,170,18,77030
28909,160,6,77031
28910,201,15,77032
28911,31,3,77033
28912,190,18,77034
28913,105,11,77035
28914,24,2,77036
28915,1110,81,77037
28916,81,7,77038
28917,150,8,77039
28918,491,43,77040
28919,67,4,77041
28920,495,32,77042
28921,44,6,77043
28922,189,12,77044
28923,200,9,77045
28924,67,3,77046
28925,169,19,77047
28926,823,61,77048
28927,137,16,77049
28928,122,6,77050
28929,673,31,77051
28930,43,8,77052
28931,2731,185,77053
28932,131,16,77054
28933,1381,71,77055
28934,49,6,77056
28935,93,11,77057
28936,158,13,77058
28937,79,8,77059
28938,211,13,77060
28939,443,34,77061
28940,106,8,77062
28941,207,16,77063
28942,197,21,77065
28943,76,10,77066
28944,1373,87,77067
28945,53,7,77068
28946,422,36,77069
28947,258,24,77070
28948,204,18,77071
28949,142,10,77072
28950,108,12,77073
28951,151,11,77075
28952,138,9,77076
28953,207,20,77077
28954,248,12,77078
28955,1870,98,77079
28956,37,4,77080
28957,92,13,77081
28958,215,24,77082
28959,1797,131,77083
28960,206,4,77084
28961,120,12,77085
28962,197,13,77086
28963,29,3,77087
28964,342,21,77088
28965,119,10,77089
28966,34,4,77090
28967,39,2,77091
28968,92,4,77093
28969,43,7,77094
28970,195,12,77095
28971,424,33,77096
28972,34,2,77097
28973,51,4,77098
28974,980,58,77099
28975,618,53,77100
28976,195,15,77101
28977,42,6,77102
28978,42,3,77103
28979,93,7,77104
28980,161,23,77106
28981,628,49,77107
28982,11770,854,77108
28983,274,20,77109
28984,84,11,77110
28985,210,12,77111
28986,81,5,77112
28987,107,9,77113
28988,400,32,77114
28989,103,9,77115
28990,284,22,77116
28991,165,14,77117
28992,1793,119,77118
28993,46,3,77119
28994,66,10,77120
28995,87,12,77121
28996,3614,209,77122
28997,99,11,77123
28998,338,17,77124
28999,231,18,77125
29000,281,22,77126
29001,327,15,77127
29002,347,29,77128
29003,124,12,77129
29004,86,13,77130
29005,3913,237,77131
29006,363,26,77132
29007,46,5,77133
29008,29,4,77134
29009,211,14,77135
29010,53,5,77137
29011,91,1,77138
29012,927,83,77139
29013,42,4,77140
29014,116,8,77141
29015,768,50,77142
29016,261,25,77143
29017,69,3,77144
29018,116,12,77145
29019,272,11,77146
29020,182,7,77147
29021,317,21,77148
29022,60,6,77150
29023,58,7,77151
29024,5771,390,77152
29025,1027,76,77153
29026,173,17,77154
29027,665,60,77155
29028,200,15,77156
29029,53,3,77157
29030,66,7,77158
29031,640,36,77159
29032,131,8,77161
29033,202,20,77162
29034,51,6,77163
29035,114,7,77164
29036,77,11,77165
29037,73,5,77167
29038,453,27,77168
29039,119,8,77169
29040,1374,69,77171
29041,223,15,77172
29042,156,12,77173
29043,116,5,77174
29044,275,21,77175
29045,424,18,77176
29046,225,16,77177
29047,120,9,77178
29048,141,11,77179
29049,261,27,77180
29050,331,34,77181
29051,1270,74,77182
29052,2276,153,77183
29053,121,14,77184
29054,126,10,77185
29055,6331,314,77186
29056,149,6,77187
29057,202,13,77188
29058,48,3,77190
29059,186,7,77191
29060,867,83,77192
29061,36,5,77193
29062,75,4,77194
29063,80,11,77195
29064,126,10,77196
29065,19,4,77197
29066,59,3,77198
29067,162,11,77199
29068,27,2,77200
29069,135,9,77201
29070,171,14,77202
29071,177,10,77203
29072,39,5,77204
29073,18,4,77205
29074,29,4,77206
29075,47,6,77207
29076,334,19,77208
29077,239,22,77209
29078,607,39,77210
29079,206,15,77211
29080,29,2,77212
29081,125,13,77214
29082,2165,158,77215
29083,339,31,77216
29084,430,38,77217
29085,50,7,77218
29086,393,30,77219
29087,62,7,77220
29088,78,3,77221
29089,547,44,77222
29090,112,6,77223
29091,38,3,77224
29092,43,3,77225
29093,490,39,77226
29094,132,9,77227
29095,54,5,77228
29096,236,11,77229
29097,58,6,77230
29098,116,5,77231
29099,115,9,77232
29100,78,12,77233
29101,93,4,77234
29102,62,6,77235
29103,75,6,77236
29104,166,15,77237
29105,734,66,77238
29106,366,31,77239
29107,616,33,77240
29108,233,27,77241
29109,143,5,77242
29110,5435,337,77243
29111,199,10,77244
29112,100,3,77245
29113,117,10,77246
29114,96,9,77247
29115,80,4,77248
29116,1747,141,77249
29117,35,5,77250
29118,230,10,77251
29119,54,5,77252
29120,47,6,77253
29121,218,23,77254
29122,354,33,77255
29123,31,4,77256
29124,804,63,77257
29125,65,8,77258
29126,159,16,77259
29127,440,22,77260
29128,319,19,77261
29129,139,13,77262
29130,52,7,77263
29131,249,23,77264
29132,207,11,77265
29133,112,14,77266
29134,95,7,77267
29135,73,7,77268
29136,468,42,77269
29137,113,14,77270
29138,43,4,77271
29139,136,13,77272
29140,62,5,77273
29141,87,10,77274
29142,31,1,77275
29143,269,11,77276
29144,227,19,77277
29145,79,10,77278
29146,217,14,77279
29147,191,13,77280
29148,84,2,77281
29149,52,6,77282
29150,161,19,77283
29151,13590,727,77284
29152,3166,167,77285
29153,46,4,77286
29154,135,30,77287
29155,12536,695,77288
29156,77,4,77289
29157,118,8,77290
29158,175,15,77291
29159,196,12,77292
29160,168,6,77293
29161,4374,349,77294
29162,246,17,77295
29163,977,54,77296
29164,108,7,77297
29165,96,6,77298
29166,129,10,77300
29167,90,9,77301
29168,208,19,77302
29169,65,6,77303
29170,6755,392,77305
29171,76,6,77306
29172,337,26,77307
29173,156,15,77308
29174,278,28,77309
29175,63,2,77310
29176,253,19,77311
29177,747,44,77312
29178,52,4,77313
29179,79,17,77314
29180,789,45,77315
29181,1125,67,77316
29182,930,45,77317
29183,274,21,77318
29184,32,3,77319
29185,799,51,77320
29186,174,10,77321
29187,447,35,77322
29188,110,13,77323
29189,119,7,77325
29190,123,10,77326
29191,2072,120,77327
29192,86,13,77328
29193,137,12,77329
29194,930,64,77330
29195,107,7,77331
29196,59,7,77332
29197,3725,210,77333
29198,209,17,77335
29199,160,13,77336
29200,1018,70,77337
29201,85,8,77338
29202,234,25,77339
29203,102,12,77340
29204,91,5,77341
29205,29,0,77342
29206,83,11,77343
29207,126,18,77344
29208,101,9,77345
29209,203,14,77347
29210,46,5,77348
29211,856,57,77349
29212,3341,265,77350
29213,398,32,77352
29214,98,9,77353
29215,122,6,77354
29216,29,7,77355
29217,12,0,77356
29218,117,15,77357
29219,183,14,77358
29220,418,39,77359
29221,59,4,77360
29222,77,3,77361
29223,187,16,77363
29224,38,6,77364
29225,36,1,77365
29226,40,9,77366
29227,59,8,77367
29228,83,12,77368
29229,93,14,77369
29230,229,16,77370
29231,454,37,77371
29232,480,42,77372
29233,5039,391,77373
29234,352,28,77374
29235,79,5,77376
29236,405,29,77377
29237,437,25,77378
29238,4085,231,77379
29239,55,10,77380
29240,56,4,77381
29241,708,56,77382
29242,140,11,77383
29243,154,14,77384
29244,430,28,77385
29245,153,17,77386
29246,112,9,77387
29247,128,12,77388
29248,1110,56,77389
29249,3046,176,77390
29250,120,7,77391
29251,59,7,77392
29252,581,35,77393
29253,221,13,77394
29254,43,3,77395
29255,20,3,77396
29256,437,24,77397
29257,166,18,77398
29258,227,22,77400
29259,101,5,77401
29260,71,7,77402
29261,145,14,77403
29262,429,28,77404
29263,376,33,77405
29264,139,16,77406
29265,2512,152,77407
29266,96,11,77408
29267,336,19,77409
29268,87,11,77410
29269,82,9,77411
29270,55,8,77412
29271,581,41,77413
29272,109,9,77414
29273,242,25,77415
29274,26,2,77416
29275,34,4,77417
29276,233,26,77418
29277,909,83,77419
29278,609,52,77420
29279,57,5,77421
29280,98,8,77423
29281,50,8,77424
29282,155,13,77425
29283,84,11,77426
29284,59,6,77427
29285,66,7,77428
29286,92,11,77429
29287,308,26,77430
29288,1212,81,77431
29289,217,16,77432
29290,214,13,77433
29291,33,5,77434
29292,159,10,77435
29293,190,14,77436
29294,319,27,77437
29295,419,37,77438
29296,137,14,77439
29297,147,7,77440
29298,522,40,77441
29299,397,34,77442
29300,57,3,77443
29301,72,6,77444
29302,726,45,77445
29303,120,9,77446
29304,375,27,77447
29305,59,6,77448
29306,96,10,77449
29307,368,27,77450
29308,86,9,77451
29309,21,1,77452
29310,204,21,77453
29311,65,1,77454
29312,332,20,77455
29313,171,19,77456
29314,170,16,77457
29315,1479,86,77458
29316,249,13,77459
29317,72,17,77460
29318,60,8,77461
29319,131,11,77462
29320,849,48,77463
29321,2397,153,77464
29322,145,14,77465
29323,49,2,77466
29324,43,7,77467
29325,1533,92,77468
29326,195,15,77469
29327,1498,109,77470
29328,107,12,77471
29329,85,14,77472
29330,97,12,77473
29331,123,9,77474
29332,827,51,77475
29333,45,10,77476
29334,180,19,77477
29335,199,25,77478
29336,3573,183,77479
29337,136,7,77480
29338,30,1,77481
29339,1037,73,77482
29340,383,13,77483
29341,34,3,77484
29342,123,8,77485
29343,158,11,77486
29344,1404,104,77487
29345,31,1,77489
29346,136,14,77490
29347,171,19,77492
29348,462,43,77493
29349,405,29,77494
29350,1089,94,77495
29351,33,4,77496
29352,33,2,77498
29353,87,13,77500
29354,166,11,77501
29355,142,12,77504
29356,51,7,77505
29357,156,18,77506
29358,113,3,77507
29359,365,32,77508
29360,100,10,77509
29361,92,7,77510
29362,95,15,77511
29363,267,23,77512
29364,610,50,77513
29365,4533,416,77514
29366,100,6,77515
29367,156,15,77516
29368,290,26,77517
29369,22,1,77518
29370,341,26,77519
29371,190,21,77520
29372,317,15,77521
29373,82,6,77522
29374,74,6,77523
29375,124,9,77524
29376,49,8,77525
29377,39,5,77526
29378,98,12,77527
29379,174,18,77528
29380,224,17,77529
29381,72,6,77530
29382,442,33,77531
29383,339,23,77533
29384,101,11,77534
29385,333,38,78003
29386,4459,304,78005
29387,125,17,78006
29388,116,12,78007
29389,64,5,78009
29390,200,12,78010
29391,65,14,78013
29392,2832,184,78015
29393,153,22,78020
29394,3023,194,78029
29395,437,46,78030
29396,144,7,78031
29397,183,15,78033
29398,136,16,78034
29399,68,4,78036
29400,517,32,78043
29401,188,20,78048
29402,291,19,78049
29403,103,11,78050
29404,96,6,78053
29405,389,29,78057
29406,1568,82,78062
29407,160,17,78068
29408,71,11,78070
29409,95,7,78071
29410,50,2,78072
29411,3288,182,78073
29412,53,9,78076
29413,134,16,78077
29414,108,6,78082
29415,119,22,78084
29416,182,19,78087
29417,1091,89,78089
29418,633,52,78090
29419,2878,192,78092
29420,92,7,78096
29421,141,10,78104
29422,288,25,78107
29423,150,17,78108
29424,107,10,78113
29425,1081,90,78117
29426,341,34,78118
29427,287,19,78120
29428,2692,188,78123
29429,3906,237,78124
29430,144,14,78125
29431,8000,620,78126
29432,326,28,78128
29433,1505,93,78133
29434,1237,81,78138
29435,234,18,78140
29436,267,24,78143
29437,9480,550,78146
29438,66,6,78147
29439,401,42,78152
29440,8830,520,78158
29441,1302,98,78160
29442,132,18,78162
29443,57,7,78163
29444,138,13,78164
29445,4442,325,78165
29446,387,42,78168
29447,137,16,78171
29448,9619,692,78172
29449,58,3,78185
29450,49,3,78188
29451,301,35,78189
29452,2333,154,78190
29453,168,19,78192
29454,253,25,78193
29455,22,1,78194
29456,69,8,78196
29457,790,50,78206
29458,2846,116,78208
29459,152,17,78209
29460,1381,122,78217
29461,1023,90,78220
29462,1360,101,78224
29463,165,19,78227
29464,113,11,78230
29465,33,3,78231
29466,600,59,78233
29467,37,2,78234
29468,101,20,78236
29469,16,1,78237
29470,509,29,78238
29471,374,28,78239
29472,4424,254,78242
29473,62,4,78245
29474,346,34,78246
29475,962,80,78255
29476,145,21,78261
29477,249,19,78262
29478,391,45,78263
29479,11,0,78264
29480,361,34,78265
29481,1286,132,78267
29482,219,22,78269
29483,153,7,78276
29484,96,19,78278
29485,71,11,78281
29486,30,3,78283
29487,95,10,78285
29488,196,19,78289
29489,200,11,78290
29490,461,59,78291
29491,110,10,78296
29492,923,81,78297
29493,581,45,78299
29494,44,8,78300
29495,48,4,78302
29496,62,3,78305
29497,182,15,78307
29498,900,70,78310
29499,10765,610,78311
29500,357,21,78314
29501,121,6,78317
29502,90,12,78320
